"","seismic","seismoacoustic","shift","genergy","gpuls","gdenergy","gdpuls","ghazard","nbumps","nbumps2","nbumps3","nbumps4","nbumps5","nbumps6","nbumps7","nbumps89","energy","maxenergy","class"
"2190","a","c","W",101280,1116,223,112,"c",1,1,0,0,0,0,0,0,700,700,"0"
"2199","a","c","W",26590,552,-34,-13,"c",0,0,0,0,0,0,0,0,0,0,"0"
"1712","a","b","W",39410,1146,12,9,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"2284","b","b","W",65960,496,164,-1,"a",2,1,1,0,0,0,0,0,2200,2000,"0"
"2507","a","a","W",17570,471,0,48,"a",1,1,0,0,0,0,0,0,700,700,"0"
"1092","a","b","N",7130,105,134,142,"b",0,0,0,0,0,0,0,0,0,0,"0"
"872","a","a","W",82480,172,-34,-21,"a",1,0,1,0,0,0,0,0,1000,1000,"0"
"1166","a","b","W",16480,401,-35,-10,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1088.2","a","a","N",1820,55,-34,38,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1248","a","a","N",8690,262,-6,18,"a",0,0,0,0,0,0,0,0,0,0,"0"
"868","a","a","W",85240,140,-47,-51,"a",1,1,0,0,0,0,0,0,200,200,"0"
"584","a","a","N",4410,76,-23,53,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1090","a","a","N",4310,66,83,65,"a",0,0,0,0,0,0,0,0,0,0,"0"
"312","b","a","N",55350,246,-65,-61,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"2474.1","b","a","W",9940,142,-56,-62,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1715","a","b","W",68830,633,96,13,"a",2,0,2,0,0,0,0,0,5000,3000,"0"
"1089","a","a","N",1650,46,-37,15,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1153","a","b","N",6790,238,-37,-2,"a",0,0,0,0,0,0,0,0,0,0,"0"
"124","a","a","N",203850,476,-14,-32,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"1331","a","b","W",25850,595,100,83,"b",0,0,0,0,0,0,0,0,0,0,"0"
"362","a","b","W",532290,2055,-4,-19,"a",2,0,2,0,0,0,0,0,4000,2000,"0"
"2289","a","b","W",48110,433,92,-13,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2444","a","a","N",2520,83,-85,-75,"a",0,0,0,0,0,0,0,0,0,0,"0"
"702","b","a","W",186280,1921,39,51,"a",3,1,1,1,0,0,0,0,72500,70000,"0"
"624","a","a","W",48530,485,90,87,"a",2,1,1,0,0,0,0,0,1300,1000,"0"
"2522","b","a","W",15530,237,33,-6,"a",0,0,0,0,0,0,0,0,0,0,"0"
"476","b","a","W",36400,303,-53,-21,"a",2,1,1,0,0,0,0,0,1400,1000,"0"
"913","a","b","N",15050,52,-61,-38,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1837","a","b","W",67360,1525,139,135,"b",2,1,0,1,0,0,0,0,80200,80000,"0"
"2041","a","a","W",24890,363,-26,-32,"a",1,1,0,0,0,0,0,0,500,500,"0"
"853","a","b","W",189170,371,9,22,"a",1,0,1,0,0,0,0,0,1000,1000,"0"
"355.1","b","a","N",136810,746,-41,-47,"a",1,0,0,1,0,0,0,0,40000,40000,"0"
"2431","a","a","N",13880,248,9,2,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1597","a","b","N",12290,471,30,49,"a",1,1,0,0,0,0,0,0,500,500,"0"
"1139","a","b","W",9450,209,-63,-59,"a",0,0,0,0,0,0,0,0,0,0,"0"
"637","a","a","W",45080,468,3,-6,"a",3,2,1,0,0,0,0,0,2000,1000,"0"
"2293","a","b","W",48050,531,92,6,"a",2,0,1,0,1,0,0,0,205000,2e+05,"0"
"660","a","b","W",56350,999,26,19,"a",2,2,0,0,0,0,0,0,1000,800,"0"
"1177","a","b","N",5420,163,-46,-29,"a",0,0,0,0,0,0,0,0,0,0,"0"
"265.1","b","a","W",428740,2031,-44,-5,"a",1,0,1,0,0,0,0,0,4000,4000,"0"
"269","b","a","W",453850,1973,-23,-9,"a",1,0,1,0,0,0,0,0,8000,8000,"0"
"1312","a","b","W",14770,241,-19,-24,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1752.2","a","a","N",11020,589,10,69,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2026.1","b","b","W",34620,661,18,36,"a",0,0,0,0,0,0,0,0,0,0,"0"
"59","a","a","N",37360,171,-21,0,"a",1,0,1,0,0,0,0,0,4000,4000,"0"
"1162","a","b","W",36940,439,45,-1,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1003","a","a","N",3460,47,14,18,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1073.1","a","a","N",2510,17,-16,-58,"a",0,0,0,0,0,0,0,0,0,0,"0"
"18","a","b","N",22890,81,-63,-58,"a",0,0,0,0,0,0,0,0,0,0,"0"
"929","a","b","N",19030,46,20,0,"a",1,0,1,0,0,0,0,0,9000,9000,"0"
"1966","b","a","W",21000,466,-10,-1,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1971","b","a","W",18420,255,-21,-46,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2461","b","a","W",6580,161,-75,-63,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2216","b","c","W",57440,538,27,-23,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1293","a","a","N",14000,160,81,-20,"a",0,0,0,0,0,0,0,0,0,0,"0"
"35.1","a","a","N",71840,255,54,28,"a",1,0,1,0,0,0,0,0,6000,6000,"0"
"1753","a","a","N",10410,422,4,21,"a",0,0,0,0,0,0,0,0,0,0,"0"
"860.1","a","b","N",12120,24,-54,-49,"a",1,1,0,0,0,0,0,0,300,300,"0"
"1389","b","b","W",23020,669,27,40,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2109","a","a","N",6880,250,-43,1,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2407","b","b","W",21760,391,-25,-11,"a",1,0,1,0,0,0,0,0,1000,1000,"0"
"2433","a","a","N",12200,580,105,310,"b",0,0,0,0,0,0,0,0,0,0,"0"
"154","a","a","W",443740,1321,20,10,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1882","a","a","W",80100,867,150,35,"a",2,1,1,0,0,0,0,0,1500,1000,"0"
"17","a","b","N",31290,117,-52,-41,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1202","b","b","W",41300,336,64,-17,"a",1,0,1,0,0,0,0,0,4000,4000,"0"
"1758","a","a","N",8850,361,-12,4,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1906","a","a","W",22530,328,-39,-46,"a",1,1,0,0,0,0,0,0,400,400,"0"
"2115","a","a","N",10730,205,-5,-16,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1542","b","b","W",48130,1330,163,163,"b",0,0,0,0,0,0,0,0,0,0,"0"
"252","b","b","W",1811640,1927,47,41,"a",1,0,0,1,0,0,0,0,40000,40000,"0"
"1838","a","b","W",35800,722,27,11,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1436","a","a","N",4810,142,-49,-56,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1780","b","a","N",9340,153,-10,-60,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1376","b","b","W",18340,534,3,17,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2419.1","b","b","N",11540,285,-8,14,"a",0,0,0,0,0,0,0,0,0,0,"0"
"402","b","a","W",47980,382,-26,-32,"a",3,1,1,1,0,0,0,0,38600,30000,"0"
"1675","a","b","W",35910,636,8,19,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1164","a","b","W",22260,493,-13,11,"a",1,1,0,0,0,0,0,0,900,900,"0"
"951","a","a","N",9070,28,1,-30,"a",0,0,0,0,0,0,0,0,0,0,"0"
"621.1","b","a","W",40250,451,91,91,"a",4,3,1,0,0,0,0,0,2900,2000,"0"
"2199.1","a","c","W",26590,552,-34,-13,"c",0,0,0,0,0,0,0,0,0,0,"0"
"1091.1","a","a","N",4200,74,54,85,"a",0,0,0,0,0,0,0,0,0,0,"0"
"604","a","a","W",34150,346,17,38,"a",2,1,1,0,0,0,0,0,6300,6000,"0"
"1427","a","a","N",5480,223,-21,27,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1043","a","a","N",2700,14,-3,-65,"a",0,0,0,0,0,0,0,0,0,0,"0"
"782","a","a","W",35800,341,16,38,"a",0,0,0,0,0,0,0,0,0,0,"0"
"20","a","b","N",8900,38,-83,-77,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1658","b","b","W",19760,328,-42,-43,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1519","b","b","W",25930,631,70,43,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1973","b","a","W",57010,535,144,14,"a",1,1,0,0,0,0,0,0,600,600,"0"
"1924","a","a","N",23440,514,151,59,"a",1,0,1,0,0,0,0,0,8000,8000,"0"
"1832","a","b","W",34660,516,23,-20,"b",0,0,0,0,0,0,0,0,0,0,"0"
"104","a","a","N",22710,68,-57,-70,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1587","a","b","N",17670,255,130,56,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2571","b","a","W",24620,362,63,18,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2361","b","a","W",25910,424,-22,-3,"a",1,1,0,0,0,0,0,0,900,900,"0"
"507","a","b","W",48250,573,9,44,"a",3,1,2,0,0,0,0,0,12600,8000,"0"
"177","a","a","W",790830,1434,5,-4,"a",2,0,1,1,0,0,0,0,13000,10000,"0"
"244","a","a","W",1310730,1504,13,9,"a",2,1,1,0,0,0,0,0,4200,4000,"0"
"1709","a","b","W",20610,670,-41,-36,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1014","a","a","N",3840,13,60,-68,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2421","b","b","N",4330,160,-65,-36,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1622","b","a","W",21200,794,-43,-24,"a",1,1,0,0,0,0,0,0,200,200,"0"
"1274","a","a","W",8820,243,50,-5,"a",0,0,0,0,0,0,0,0,0,0,"0"
"915","a","a","N",29500,92,-21,6,"a",1,1,0,0,0,0,0,0,300,300,"0"
"885","a","a","N",39660,86,80,87,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1811","b","b","W",64790,909,117,76,"a",1,0,1,0,0,0,0,0,8000,8000,"0"
"1105.2","a","a","N",3100,184,-72,-47,"a",0,0,0,0,0,0,0,0,0,0,"0"
"536","b","b","W",17150,198,-39,-44,"a",3,1,1,1,0,0,0,0,24200,20000,"0"
"477","a","a","W",69070,505,-4,35,"a",5,3,2,0,0,0,0,0,5700,2000,"0"
"2005","b","b","W",14190,453,-46,-2,"b",0,0,0,0,0,0,0,0,0,0,"0"
"157","a","a","N",119460,269,-70,-64,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1452","a","b","N",8820,280,-4,-10,"a",0,0,0,0,0,0,0,0,0,0,"0"
"356","b","a","W",358490,1231,-36,-58,"a",1,1,0,0,0,0,0,0,400,400,"0"
"2509","a","a","W",8670,216,-51,-32,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2480","a","a","W",10870,220,-51,-40,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1702","b","b","N",32600,880,224,153,"a",2,1,0,1,0,0,0,0,60500,60000,"0"
"2404","a","b","N",20040,402,60,61,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1285.1","a","a","W",17710,191,-22,-52,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1462","a","b","W",48240,565,187,116,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1461","a","b","W",14180,348,-24,-44,"a",0,0,0,0,0,0,0,0,0,0,"0"
"14","a","a","N",64540,215,0,9,"a",1,0,1,0,0,0,0,0,6000,6000,"0"
"1859","b","b","N",8330,113,-19,-69,"b",0,0,0,0,0,0,0,0,0,0,"0"
"224","a","b","W",2160800,4518,35,57,"a",4,2,2,0,0,0,0,0,5100,2000,"0"
"599.1","b","a","W",8610,79,-74,-69,"a",1,0,1,0,0,0,0,0,5000,5000,"0"
"67","a","a","W",202640,588,-33,-41,"a",2,1,1,0,0,0,0,0,4300,4000,"0"
"455","a","a","W",53900,320,-36,-20,"a",2,0,2,0,0,0,0,0,4000,2000,"0"
"38","a","a","N",69440,266,41,30,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2095.1","a","a","N",6860,282,-45,13,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1311","a","b","W",11320,472,-6,56,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1412","a","b","W",14980,267,-7,9,"a",0,0,0,0,0,0,0,0,0,0,"0"
"288","b","a","W",833660,2493,22,32,"a",4,2,2,0,0,0,0,0,11000,6000,"0"
"171","a","b","W",691310,1416,-14,-6,"a",0,0,0,0,0,0,0,0,0,0,"0"
"22","a","a","N",11710,70,-72,-47,"a",1,0,1,0,0,0,0,0,4000,4000,"0"
"483.1","a","a","W",55530,438,-8,18,"a",1,0,1,0,0,0,0,0,2000,2000,"0"
"1547","b","b","W",58100,1267,161,113,"a",1,1,0,0,0,0,0,0,300,300,"0"
"1430","a","a","N",2910,80,-58,-54,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1810","b","b","W",25450,504,-15,-3,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2286","b","b","W",93280,747,273,49,"a",3,0,2,1,0,0,0,0,16000,10000,"0"
"536.1","b","b","W",17150,198,-39,-44,"a",3,1,1,1,0,0,0,0,24200,20000,"0"
"1518","b","a","W",27960,804,95,94,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2505.1","a","a","W",27320,414,220,79,"a",1,1,0,0,0,0,0,0,200,200,"0"
"1322","a","b","W",10980,327,-16,0,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1234.1","b","a","W",28610,330,12,-15,"a",2,1,1,0,0,0,0,0,6900,6000,"0"
"895","a","b","N",14350,36,-47,-47,"a",0,0,0,0,0,0,0,0,0,0,"0"
"953.1","a","a","N",11190,27,4,-32,"a",0,0,0,0,0,0,0,0,0,0,"0"
"669","a","a","N",72300,155,-14,-82,"a",1,0,1,0,0,0,0,0,5000,5000,"0"
"1126.1","b","a","W",27020,294,334,-5,"b",0,0,0,0,0,0,0,0,0,0,"0"
"748","a","a","W",21060,106,-61,-82,"a",0,0,0,0,0,0,0,0,0,0,"0"
"999","a","a","N",4240,25,19,-38,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1765","a","a","N",5180,167,-43,-10,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1334","a","b","W",29060,660,125,103,"b",1,1,0,0,0,0,0,0,300,300,"0"
"791.1","a","a","W",31040,322,-10,1,"a",5,2,3,0,0,0,0,0,9000,4000,"0"
"88","a","a","N",63550,325,15,35,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1512","b","a","W",14300,431,0,4,"a",2,0,2,0,0,0,0,0,8000,6000,"0"
"1380","b","b","W",17970,518,1,13,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1041","a","a","N",2780,19,8,-52,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1416","a","b","N",12840,471,37,51,"a",1,1,0,0,0,0,0,0,200,200,"0"
"1484.1","a","a","N",11800,185,63,14,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2485","a","a","W",11740,278,-47,-25,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2197","a","c","W",40750,725,3,18,"c",0,0,0,0,0,0,0,0,0,0,"0"
"468","a","b","W",73180,488,11,20,"a",5,3,2,0,0,0,0,0,9600,6000,"0"
"2054","a","a","W",23160,393,-34,-28,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1774","b","a","N",3270,118,-69,-69,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1286","a","a","W",16430,213,-27,-47,"a",1,0,1,0,0,0,0,0,6000,6000,"0"
"1317.1","a","b","W",20720,284,13,-11,"a",0,0,0,0,0,0,0,0,0,0,"0"
"464","a","a","W",56830,394,-20,-2,"a",5,2,3,0,0,0,0,0,10500,5000,"0"
"1013","a","a","N",920,9,-65,-78,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1880","a","a","W",17860,321,-44,-50,"a",1,1,0,0,0,0,0,0,400,400,"0"
"1770","b","a","N",7510,141,-15,-24,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1461.1","a","b","W",14180,348,-24,-44,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2459","b","a","W",5890,166,-60,-56,"a",0,0,0,0,0,0,0,0,0,0,"0"
"451","b","b","W",88360,443,1,15,"a",4,2,2,0,0,0,0,0,6300,4000,"0"
"232","a","a","N",219070,475,15,-4,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2188","a","c","N",24620,490,222,106,"c",1,1,0,0,0,0,0,0,400,400,"0"
"2036","a","a","W",29730,539,-1,10,"a",1,1,0,0,0,0,0,0,200,200,"0"
"2107.1","a","a","N",12070,296,0,20,"a",1,1,0,0,0,0,0,0,100,100,"0"
"959.1","a","b","N",8110,29,-33,-28,"a",0,0,0,0,0,0,0,0,0,0,"0"
"698.1","b","b","W",92760,967,-42,-31,"b",5,3,1,1,0,0,0,0,65800,60000,"0"
"241","b","b","W",1134540,1363,1,-5,"a",2,0,2,0,0,0,0,0,7000,5000,"0"
"2576","b","a","W",15460,249,15,-2,"a",0,0,0,0,0,0,0,0,0,0,"0"
"958","a","b","N",14670,44,23,10,"a",0,0,0,0,0,0,0,0,0,0,"0"
"3","a","a","N",8050,30,-81,-78,"a",0,0,0,0,0,0,0,0,0,0,"0"
"768","a","b","W",39690,416,6,56,"a",2,1,1,0,0,0,0,0,1700,1000,"0"
"1936","a","a","N",3470,84,-59,-69,"a",0,0,0,0,0,0,0,0,0,0,"0"
"641","b","b","W",36430,500,-31,-16,"a",2,0,1,1,0,0,0,0,94000,90000,"0"
"879.1","a","a","N",21900,60,-5,25,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1838.1","a","b","W",35800,722,27,11,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1518.1","b","a","W",27960,804,95,94,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2031","a","a","W",23930,426,-20,-13,"a",0,0,0,0,0,0,0,0,0,0,"0"
"416","b","a","W",21970,183,-33,-45,"a",5,3,2,0,0,0,0,0,11500,9000,"0"
"1198","a","b","N",15640,517,67,72,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1091.2","a","a","N",4200,74,54,85,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2048","a","a","W",50840,719,46,32,"a",1,0,1,0,0,0,0,0,7000,7000,"0"
"768.1","a","b","W",39690,416,6,56,"a",2,1,1,0,0,0,0,0,1700,1000,"0"
"2508","a","a","W",23580,462,34,46,"a",1,0,1,0,0,0,0,0,6000,6000,"0"
"1812","b","b","W",34090,601,14,16,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1755","a","a","N",5600,344,-44,-1,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1776","b","a","N",3610,107,-65,-72,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1793","b","a","W",71730,1093,149,122,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2004","b","b","W",28360,781,7,68,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1693","a","b","N",54770,1913,445,450,"c",0,0,0,0,0,0,0,0,0,0,"0"
"1720.1","b","b","N",19200,418,131,149,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1249","a","a","N",7120,227,-23,2,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1246.1","a","a","N",18040,317,95,43,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1480","a","a","W",10100,295,-35,16,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1236","b","a","W",15600,274,-39,-30,"a",0,0,0,0,0,0,0,0,0,0,"0"
"946","a","a","N",6910,25,-85,-66,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2505.2","a","a","W",27320,414,220,79,"a",1,1,0,0,0,0,0,0,200,200,"0"
"237","a","b","W",1312110,1471,24,2,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"2090","a","a","N",10250,177,-18,-29,"a",0,0,0,0,0,0,0,0,0,0,"0"
"320","b","a","W",329680,1268,-24,-26,"a",1,0,0,1,0,0,0,0,70000,70000,"0"
"1271","a","a","N",6980,37,-10,-81,"a",1,1,0,0,0,0,0,0,300,300,"0"
"101","a","a","N",25280,158,-54,-35,"a",1,0,1,0,0,0,0,0,4000,4000,"0"
"2418.1","b","b","W",37950,527,41,22,"a",1,0,1,0,0,0,0,0,8000,8000,"0"
"584.1","a","a","N",4410,76,-23,53,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1771","b","a","N",4340,129,-51,-31,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1686","a","b","W",21520,477,-32,-5,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1233","b","a","W",17320,586,-17,-6,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1236.1","b","a","W",15600,274,-39,-30,"a",0,0,0,0,0,0,0,0,0,0,"0"
"442","b","b","N",15500,255,72,86,"a",1,0,1,0,0,0,0,0,2000,2000,"0"
"1402","a","b","W",17050,476,-9,-5,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1667","a","a","W",42860,588,24,5,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1263","a","a","N",1910,87,-48,-20,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1829","a","b","W",55310,644,107,-1,"a",3,2,1,0,0,0,0,0,4900,4000,"0"
"241.1","b","b","W",1134540,1363,1,-5,"a",2,0,2,0,0,0,0,0,7000,5000,"0"
"747","a","a","W",29990,203,-55,-75,"a",3,1,2,0,0,0,0,0,9400,6000,"0"
"2170","b","a","W",55130,800,88,61,"a",0,0,0,0,0,0,0,0,0,0,"0"
"461","a","a","W",86740,486,17,25,"a",2,0,2,0,0,0,0,0,9000,7000,"0"
"1992","b","b","W",17290,278,-30,-39,"b",1,0,1,0,0,0,0,0,4000,4000,"0"
"228","a","a","N",129740,306,-39,-44,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1098","a","b","N",8670,151,-25,-58,"a",0,0,0,0,0,0,0,0,0,0,"0"
"547","a","a","W",34280,460,-12,5,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"1176.1","a","b","N",7860,165,-21,-28,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2228","b","b","W",59950,865,19,18,"a",1,1,0,0,0,0,0,0,700,700,"0"
"2056","b","a","W",27480,441,-21,-18,"a",1,0,1,0,0,0,0,0,4000,4000,"0"
"1785","b","a","W",25550,451,-8,-47,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2000.1","b","b","W",33960,593,29,28,"b",1,0,1,0,0,0,0,0,4000,4000,"0"
"509","a","b","W",27890,276,-72,-72,"a",6,3,3,0,0,0,0,0,9800,6000,"0"
"3.1","a","a","N",8050,30,-81,-78,"a",0,0,0,0,0,0,0,0,0,0,"0"
"139","a","a","W",368340,1325,-28,-4,"a",1,0,1,0,0,0,0,0,2000,2000,"0"
"2341","b","a","W",23860,389,-24,-13,"a",1,0,0,1,0,0,0,0,40000,40000,"0"
"7","a","a","W",207930,614,-6,18,"a",2,2,0,0,0,0,0,0,1000,700,"0"
"1625","b","a","W",49660,747,48,36,"a",0,0,0,0,0,0,0,0,0,0,"0"
"502","a","a","N",3510,27,-22,-35,"a",0,0,0,0,0,0,0,0,0,0,"0"
"752","a","a","N",5990,53,-42,-64,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1795","b","a","W",14390,455,-50,-8,"a",1,0,1,0,0,0,0,0,1000,1000,"0"
"600","b","a","W",27810,265,-6,11,"a",1,1,0,0,0,0,0,0,500,500,"0"
"308","b","a","N",285990,1109,67,62,"a",1,0,1,0,0,0,0,0,6000,6000,"0"
"1834.1","a","b","W",25490,546,-18,2,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1628","b","a","W",35300,816,-9,-24,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2509.1","a","a","W",8670,216,-51,-32,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2480.1","a","a","W",10870,220,-51,-40,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2213","a","c","W",81430,886,90,34,"b",0,0,0,0,0,0,0,0,0,0,"0"
"38.1","a","a","N",69440,266,41,30,"a",0,0,0,0,0,0,0,0,0,0,"0"
"912","b","b","N",14770,48,-60,-41,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1213","b","a","W",16590,324,61,17,"a",1,1,0,0,0,0,0,0,300,300,"0"
"656","b","b","N",8660,205,16,188,"b",1,0,0,1,0,0,0,0,10000,10000,"0"
"477.1","a","a","W",69070,505,-4,35,"a",5,3,2,0,0,0,0,0,5700,2000,"0"
"463","a","a","W",52780,350,-30,-16,"a",1,1,0,0,0,0,0,0,200,200,"0"
"2160","b","a","W",24400,352,-10,-25,"a",1,0,1,0,0,0,0,0,2000,2000,"0"
"2081","a","a","W",34390,646,6,22,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1333","a","b","W",19340,218,18,-19,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"792","a","a","W",47690,518,42,63,"a",6,4,2,0,0,0,0,0,7400,3000,"0"
"1676.1","a","b","W",40610,672,22,25,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1692","a","b","N",135210,3261,1245,838,"b",2,0,1,0,1,0,0,0,208000,2e+05,"0"
"1502","b","a","W",19370,715,44,85,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1597.1","a","b","N",12290,471,30,49,"a",1,1,0,0,0,0,0,0,500,500,"0"
"1557","b","b","W",63390,1039,188,179,"a",1,0,1,0,0,0,0,0,7000,7000,"0"
"180","a","b","W",936850,1737,24,17,"a",2,1,1,0,0,0,0,0,2600,2000,"0"
"1651","b","b","W",55570,560,54,-6,"a",2,1,1,0,0,0,0,0,3100,3000,"0"
"1575","b","b","N",25390,861,176,182,"b",0,0,0,0,0,0,0,0,0,0,"0"
"479","a","a","N",11390,89,47,94,"a",1,1,0,0,0,0,0,0,300,300,"0"
"674","a","a","W",95050,860,-16,-22,"a",2,0,2,0,0,0,0,0,5000,3000,"0"
"2336.1","b","a","W",20660,400,-34,-11,"a",1,1,0,0,0,0,0,0,400,400,"0"
"769","a","b","W",32930,271,-16,-7,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"2427","a","b","N",4560,112,-63,-54,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2098","a","a","N",3120,190,-75,-24,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1182.1","a","b","N",5000,163,-50,-29,"a",0,0,0,0,0,0,0,0,0,0,"0"
"393","b","b","W",184710,1482,61,78,"a",9,1,7,1,0,0,0,0,49800,30000,"0"
"1153.1","a","b","N",6790,238,-37,-2,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2491","a","a","W",5600,119,-63,-63,"a",0,0,0,0,0,0,0,0,0,0,"0"
"81","a","b","W",436650,1232,23,6,"a",0,0,0,0,0,0,0,0,0,0,"0"
"764","a","b","W",42840,248,24,5,"a",3,0,3,0,0,0,0,0,4000,2000,"0"
"1490","a","a","W",10050,342,-41,-39,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1254","a","a","N",5510,157,-40,-29,"a",0,0,0,0,0,0,0,0,0,0,"0"
"30","a","a","W",172290,437,-57,-55,"a",1,1,0,0,0,0,0,0,600,600,"0"
"1411","a","b","W",12180,351,-24,44,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1132","a","a","W",33500,231,48,-53,"a",0,0,0,0,0,0,0,0,0,0,"0"
